Complaint ID,Date Received,Banking Product,Issue ID,Complaint Description,State,ZIP,Bank Response
CID63441865,9/15/2023,Vehicle loan or lease,I_4477957,"In early XX/XX/XXXX, I ordered a XXXX XXXX through XXXX and secured financing through Bank of ABC. 

The day of delivery, XXXX cancelled the order bc the vehicle failed Maryland XXXX XXXX. I then called Bank of ABC to inform them the purchase fell through. They stated that XXXX would need to pay back Bank if ABC for the disbursed loan. 

I called back and was assigned to the Bank of ABC Research team. They and I three way called XXXX. XXXX confirmed that they never received the loan funding check. The research team then confirmed that the loan check was never cashed. They assured me I would not have to pay and the loan will be closed. 

Today, XX/XX/XXXX, a rep at Bank of ABC told me that they cant close the loan until XXXX pays them back. I explained the check was never cashed, they then would not transfer me to management and said Id have to wait for a call back several hours later. 

Follow this link to see that this car is still for sale by XXXXXXXX XXXX XXXX XXXX XXXXXXXXXXXX XXXX The car we were set to buy is currently still for sale by XXXX. We have a car loan for a car we dont have and do not own.",Maryland,21015,Closed with explanation
CID55689172,9/15/2023,Checking or savings account,I_6431567,I got 4 emails from Bank of ABC back to back claiming to have a new savings account opened in my name. And I tried calling them but I don't have a current account so I can't get through to them because it keeps asking me for my bank info. I'm still trying to find out how to contact them to fix this worried someone opened something in my name. This happened on XX/XX/XXXX at around XXXX XXXX,West Virginia,25313,Closed with explanation
CID95868069,9/15/2023,Credit card or prepaid card,I_2992170,"I entered in my business checking account bank details to credit company to pay my bill before heading out to sea on a government XXXX research vessel. They required two days to process a small deposit and withdrawal to confirm the account. Since I was headed out to sea for three weeks, I also entered in my personal account just incase the issue was because I was trying to use a business account ( even though I had no issues with account for auto payments on a XXXX credit card ). Same reply about the small deposit and withdrawal to confirm the account. While I was inaccessible at work in the ocean both bank accounts said they could not be confirmed. When I arrived back on land, I immediately called Bank if ABC to make a payment over the phone. The representative took my account information and said it would take 48 hours to process. I never received an email or letter in the mail that the payment was rejected. I called again TWICE on XXXX/XXXX/XX23. First call I gave information and got cut off before I could attempt to set up auto payment or get a confirmation #. Called immediately again and paid AGAIN. Confirmation # XXXX for payment and XXXX for auto payment. I decided to go on my app again to attempt a payment online as a back up with the same information to pay off full balance. Next day I see three payments are processing in account and assumed everything was resolved. Checked back the following day and say my account went from {$2400.00} approx to - {$2400.00} approx ( proof that two payments of balance was paid making my account in the negative because of over paying ). Card was working fine and assumed everything was resolved. I intentions of calling Bank of ABC to check up on my dispute of late payments since I had attempted to pay my credit card before the first payment was even due and to remove the late payment fees and interest as well ( as was promised to me by a representative of bank of ABC and told to call back once payment went through. XX/XX/XX23 I noticed that those two payments were now returned. I called at XXXX PST and representative said that payments were processed but then returned and that I should speak to my checking account bank. XX/XX/XX23 went to my checking account bank and they said that the issue could be that I needed to give the XXXX account number ( my account number plus XXXX  extra digits in-front ) which I have never had to use before as the normal account number has worked for my XXXX credit card account with no issues. I called Bank of ABC immediately after and was told the account was closed and I could not make a payment. I asked for a supervisor. They said account was closed due to returned payments and late payments ( card only has three statements as it was opened in XX/XX/XX23 ) and that they couldnt take a payment because there was already one processing ( probably this third payment I made on XX/XX/XX23 that never went through even though processing should only take 48hours ). They said there was also a XXXX  day hold on this payment probably from my checking account bank and to call them. I called checking account bank immediately and they said they didnt see any transactions pending or otherwise from Bank of ABC EVER . I called Bank of ABC again immediately and talked to a different supervisor. He said he could take this XXXX account number but that there was nothing I could do about the account being closed. That XXXX payment is now processing but I am making a complaint because I have worked too hard for my credit to be hurt my an incompetent company. The credit card hasnt even been open for 3 months ( opened XX/XX/XXXX ).",Oregon,97103,Closed with monetary relief
CID90416037,9/15/2023,Mortgage,I_9057781,"I have been trying to complete a loan modification on my account for Months with Bank of ABC Mortgage, i received major conflicting information within days that makes absolutely no sense from one day to another. I can no longer handle the gross incomitance this 'Bank '' shows on a NormaXXXX basis. 

Here is what happened I applied for a RMS ( request for mortgage assistance ) for a loan modification back in Around XX/XX/XX23, many months went by with no word until XX/XX/XX23 when i received a letter of a "" Notice of intent to foreclose '' Please note i have an active loan modification application ( dual tracking ) I called in To Bank of ABC at telephone Number XXXX on XX/XX/XX23 at XXXX eastern time this call lasted XXXX minutes and XXXX seconds, during this phone call I was informed that the underwriter had notes from back in XXXX of XXXX  asking for additional information. I was asked to send over this info, which i did VIA fax. ( 4 months in limbo on a loan Modification ) A few days later XX/XX/XX23 @ XXXX i received a call from Bank of ABC from the same telephone number noted above that "" They have my pay stub info and now needed clarification on my Annual bonus on my pay stub '' Which i also sent out. During this time i received a substantial Pay increase at my job I was informed that i had to show more recent pay stubs showing this. Which on XX/XX/XXXX i sent. 

On XX/XX/XX23 i received a phone call at XXXX from the same number again stating that the updated pay rate was received but they YET again needed info on the Annual Bonus i receive, which i sent out AGAIN. 

On XX/XX/XX23 @ XXXX XXXX  XXXX i received a phone call from the same number stating that they now need an Older pay stub showing my annual bonus on when it was paid out, which i sent the same day. 

Today XX/XX/XX23 i received a letter that states That they are No longer able to review my application because they didnt receive all the info requested. 

How is that even possible?? Everything has been faxed to Bank of ABC XXXX # XXXX I need a fix to this i can no longer handle Bank of ABCs incomitance There seems to be complicate issues here to as loan mods are time sensitive",New Jersey,8012,Closed with non-monetary relief
CID98970582,9/15/2023,Debt collection,I_4465367,"1. In legal filings the company, XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, has denied it is legally responsible for the acts or inactions as successor to XXXX XXXX XXXX 
2. In previous complaints the company responded for us to contact Bank of ABC as master servicer. When we did we were advised by XXXX XXXX Resolution Specialist, Regulatory Complaints, that the prior authorizations we provided XXXX  were sufficient for them to have provided a payoff letter and to submit one to him signed by borrower XXXX XXXX and Bank of ABC would release a payoff letter. It in fact never did. Now we are told to please contact XXXX XXXX XXXX who since XXXX  has refused to provide a payoff letter. The lawyer they now referred us to XXXX XXXX XXXX XXXX XXXX XXXX XXXX whom we are in litigation with is XXXX and has lied to the courts and concealed her and her firm have received third party signed authorizations including the one sent to XXXX XXXX Resolution Specialist, Regulatory Complaints, but neither that firm nor the collection firm employed by Bank of ABCXXXX XXXXXXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX  XXXX XXXX XXXX Illinois XXXX provided a payoff letter XXXX",Indiana,46628,Closed with explanation
CID95568660,9/15/2023,Checking or savings account,I_3648593,"My name is XXXX XXXX the daughter of XXXX XXXX XXXX XXXX I'm reaching out to you about my deceased father. About a week ago I received of my father 's probate court record and it stated My family received some money they excluded me. Before my father passed in XX09 he told me not to trust my mother and sister XXXX XXXX. He also stated he had some documents to give me. But he died two days later and his document were in a lock box and my sister XXXX said it was nothing in there. I know she is lying!! I was told he had accounts with bank of ABC. Please help me. My father girlfriend XXXX XXXX XXXX, Her son XXXX XXXX XXXX and grandson shares accounts. I believe XXXX and her son did fraudulent things to these accounts. I will send you a copy the unclaimed accounts. My father had a lot of alias. I will send you a list. Thank you for you time.",North Carolina,28526,Closed with explanation
CID54024193,9/15/2023,Checking or savings account,I_3648593,"I deposited a check ( {$2300.00} ) drawn on a Bank of ABC ( B of A ) bill pay account into my checking account also at B of A via my phone. The check was credited and then debited with an explanation "" unable to locate account ''. 

I was told to that the account # could not be read and to re-deposit it. 
The check was re-deposited at a teller machine at a B of A branch. Once again the check was credited and then the amount was debited to my account. 

Over the last seven weeks I have been on the phone with B of A ( both checking account area and the XXXX XXXX  area ) and spoken to at least 10 B of A associates.. They have also requested that the maker of the check join us at 2 different occasions. 

All agree that the funds have been withdrawn from the Makers account at B of A but have no t been credited to my account at B of A. 

After several unfulfilled promises to call me back, the problem remains uncorrected after 7 weeks.. 

In summary, the check has been debited to the makers account at B of A, but have not been credited to my account also at B of A.",Massachusetts,2460,Closed with explanation
CID78090783,9/15/2023,Checking or savings account,I_3648593,"On XX/XX/XX23, I went to ask at a BOA agency, XXXX XXXX XXXX, XXXX, FL XXXX, about a {$500.00} bonus promotion if I opened a checking account with them. I went and asked why I already had a savings account but not a checking account, and they told me that this promotion was valid for me. At that time the agent told me to open the checking account with even {$100.00} and then deposit the {$50000.00}. I gathered the money and on XX/XX/XX23 I spoke with the agent and he told me to deposit it. I asked an agent at the same bank and he told me to deposit it wherever I want because it was the same to do it in the current or in the savings bank, the important thing was to have the money and not move it. I gave the check to the teller and they deposited the money in the savings account. I did not decide in which account I was going and I was calm. I waited 90 days and I went to the bank to ask about my {$500.00} bonus and they told me I had to wait another 60 days to deposit that money. Wait 60 days and nothing. Then I go to the bank and they tell me that I should call and make a complaint. I called on XX/XX/XX23 and spoke with XXXX, she told me that she was going to make a written complaint and that she call today XX/XX/XX23 to see the result of the complaint. Today I call and XXXX answers me saying that the claim has been denied since the clause of the contract says that they only give me the {$500.00} if I deposit the money in the checking account and that he can not do anything else, however, he told me that he was going to try to make a complaint again and expect a new response for the next week. I consider that to be a fraud. I am very upset because I went to the bank quite often and they told me that the account did not matter. Now they come to me with this story. I lost my money and now I don't know what to do. 
To make matters worse, BOA does not give me any claim number, but I have to tell the whole story every time someone attends to me",Florida,33136,Closed with monetary relief
CID73518375,9/15/2023,Credit card or prepaid card,I_4015796,"On XX/XX/XX23, someone used my identity to open two accounts in Bank of ABC. One account has a balance of {$2XX.00} as of XX/XX/XX23. I called Bank of ABC but they said they can not find the account. I have never opened any account in Bank of ABC. I believe this is identity theft.",New York,10016,Closed with explanation
CID86406162,9/15/2023,Checking or savings account,I_3648593,"We have a checking account with Bank of ABC ( for many years ). Our checking acct is under the names of XXXX XXXX XXXX and XXXX XXXX. On XX/XX/XXXX, my husband wrote check # XXXX for {$2500.00} payable to XXXX XXXX for a description of XXXX XXXX trip. XXXX let us know that he never received the check in the us mail. When we checked online, we saw a copy of the check and XXXX XXXX  name had been scratched out and someone named XXXX XXXX name had been written in and he had deposited it into his XXXX account. For some amazing reason, BOA allowed this and debited our account the {$2500.00}! We had to write a replacement check ( we were afraid to send to XXXX XXXX so my husband wrote a replacement check number XXXX to another friend for the XXXXXXXX XXXX trip. ) BOA originally told us it would take 7-10 days to put back in our checking account and we still dont have it. Please help. Thank you.",Texas,75219,Closed with monetary relief
CID73488230,9/15/2023,"Credit reporting, credit repair services, or other personal consumer reports",I_3798538,"I submitted a letter to the 3 Credit Bureaus XX/XX/XXXX to update this suspicious information. I think you have not validated this account in accordance with Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) ( A ), and I will pursue legal action against them. This was already included in my prior complaint, and I'm including it again. 
XXXX XXXX XXXX XXXXXXXX Date Opened : XX/XX/XXXX Balance : {$2400.00}",California,93021,Closed with explanation
CID86237147,9/16/2023,Checking or savings account,I_3648593,"On XX/XX/XXXX I was checking my account activity when I discovered that there was an unauthorized transaction on my account for the amount of {$400.00}. I immediately called Bank of ABC at XXXX to explain to them that fraud has been committed on my account. I was placed on hold for XXm45s and finally spoke with someone who was able to identify the unauthorized transaction and shared with me that the person made the transaction with an old check routing and account number. The person whose name is attached to the transaction is my ex husband, XXXX XXXX, who I divorced on XX/XX/XXXX. It is for his XXXX XXXX Credit Card in which I do not have an XXXX XXXX Card on my credit profile. The bank teller explained to me that she will transfer me to the appropriate section but while on hold she hung up the phone. I attempted to find an email instead of continuing with a phone dispute but there is not one on their website. 

As a long time customer of Bank of ABC, they have a responsibility to protect me and my accounts. I am in fear because this man has been XXXX XXXX, hacked my XXXX account, and is now committing fraud with my bank account. Bank of ABC needs to remedy and fix this and make sure it never happens again.",Texas,77047,Closed with monetary relief
CID75974843,9/16/2023,Credit card or prepaid card,I_4015796,"I'm filing this compliant against Bank of ABC because they have refused to cooperate in a legitimate investigation for almost an entire year. I have been a victim of identity theft and when I learned of this issue I immediately started taking matters into action to resolve this and Bank of ABC claims they have conducted investigation but in reality they haven't done anything. I have tried to resolve this matter with Bank of ABC for their negligence but they do not understand anything and literally I mean anything. This Bank of ABC account was opened in XXXX  with it multiple other accounts were opened without my permission and consent. I say this because I have never opened nor conducted any business with Bank of ABC. Whether this was Bank of ABC opening the account on their own without anyone or they opened for an identity thief is not the issue. The issue is that they opened the account and the account was abused for over {$XX000.00} and now they are trying to collect that sum of monies from me. I told Bank of ABC when I learned of this issue that I never associated in any form of business whether checking, credit, or personal accounts with your institution and yet they do not understand. I learned about the existence of this account after I tried to buy a house late XXXX when I went to my real estate broker 's office. The broker had to run a financial background check to know if I'm eligible for a real estate loan. When he saw the credit reports too, he told me there is a huge balance to Bank of ABC. I did inform my broker that I do not have any account with Bank of ABC. He showed me otherwise. He also informed me if you suspect this account is fraud immediately notify Bank of ABC so they can perform the proper procedure and remove the account from your records since it does not belong to you. I contacted Bank of ABC and discovered there was a credit card account with a balance over {$XX000.00} and a checking account. Bank of ABC took care of the checking account and removed it from their records. As I was told both Bank of ABC checking and Bank of ABC credit contained the same information and yet one account is eligible for deletion and the other is not. Yet, they claim that one of the accounts is deemed fraud and the other one I should hold responsibility for it. Bank of ABC wants me to hold responsibility for a fraudulent account that was opened from the result of an identity theft with a balance over {$XX000.00}. Bank of ABC recklessly opened fraudulent account for someone who was impersonating me or they did it on their own will. ( I do not want to make any certain claim about them to protect myself in case of a slander ). When I contacted Bank of ABC, they requested police report from my local police department, signed and notarized affidavit, and billing statements. I provided everything to them and I request the statements and the record of application from Bank of ABC because I want to know where did the account originated from. I received the statements from Bank of ABC in a special packet and the statement all contained a derogatory address in XXXX, CA. I informed Bank of ABC by a phone call because I never resided in XXXX, CA however, they refused to understand and place that in their claim. Every single time I call them to know the updates of their claim they tell me, "" the claim has been closed and you are going to be responsible for the account. '' Then they re-open the claim and the same loop continues. I will submit all the documents thus far that has been sent to Bank of ABC to the consumer financial protection bureau. Bank of ABC violated my privacy, violated the bank secrecy act by not verifying the accuracy of the information and opened an account to another individual that abused it and now they are attempting to hold me responsible for the account.",California,90027,Closed with monetary relief
CID90324340,9/16/2023,Credit card or prepaid card,I_2292291,"I want to dispute Bank of ABCs resolution of my claim of {$44.00} wrongly billed to my credit card. The online process for filing claims is obtuse and doesnt allow for any context to be given. Since they have wrongly ruled against me, I will provide the context in this complaint. 
I went to XXXX on XX/XX/XX23 and ordered food. The amount was {$44.00} with tip. I put my XXXX XXXX debit card through, and the POS system declined. I tried again with the XXXX XXXX debit card, and it declined again. Since I had more than enough money in my account, I thought the issue must be with XXXX XXXX. So I tried my Bank of ABC credit card. When that didnt go through, I was sure that the issue was with XXXX. I tried my Bank of ABC credit card a second time, and finally it went through. To summarize, I ran two different cards through two times each, and only one appeared to be successful. 
I checked my debit and credit cards online in the days that followed, and sure enough, my XXXX XXXX checking account and Bank of ABC Visa card each had TWO pending purchases for {$44.00}. I gave it a couple of days because surely XXXX would reverse three of them. But they didnt. Under no set of circumstances will I pay four times ( with a hefty XX % tip for to-go food, I might add ) for food I consumed once. Since I was planning on paying with my debit card all along, my goal was to get BOTH of the Bank of ABC visa charges reversed, and one of the XXXX XXXX debits reversed. 
I went to Bank of ABCs website to dispute the charges, and it recommended that I try to resolve the issue with the vendor. So thats what I did. I called XXXX on XX/XX/XXXX at XXXX and spoke to XXXX XXXX I did not get her last name. I explained the situation, saying that I wanted BOTH of the Bank of ABC charges reversed and ONE of the XXXX XXXX debits reversed. I provided her with the necessary card information. She called me back that same day at XXXX saying that she looked into it, and they will do the reversals as I had asked. I understand that it takes some time for these changes to process, so I waited. 
On XX/XX/XXXX, I saw that while XXXX correctly reversed one of the XXXX debits, they only reversed one of the Bank of ABC charges. I called XXXX again. I spoke with XXXX again. She told me that she would put in a reversal of the remaining {$44.00} for Bank of ABC again. I waited -- again. Finally, because my credit card payment was coming due, I could wait no longer. I am not paying for something that I didnt receive in the hopes that I would be reimbursed later. Because I was not made whole by going through XXXX, I filed a claim on Bank of ABCs website for the remaining {$44.00} on XX/XX/XXXX or thereabouts. I received their notice that my claim was denied on XX/XX/XXXX, which is why I am writing you today. 

I have attached a copy of my XXXX XXXX checking statement which shows two XXXX debits for {$44.00}, and one reversal. XXXX XXXX made me whole. I am waiting for Bank of ABC to do the same. Let me be clearI will not, under any circumstances pay them that {$44.00}. I own my home outright. I own all of my cars outright. My credit rating is stellar, I have zero debt, nor any need to go into debt for the foreseeable future. Bank of ABC can pile late charges and fees on top of that {$44.00}. I dont care ; I wont pay any of it. This is a hill Im willing to XXXX XXXX.",Illinois,60429,Closed with monetary relief
CID65594838,9/16/2023,Credit card or prepaid card,I_4015796,I received an active credit card from Bank of ABC without my permission. I never opened an account with them. I called the Fraud Team at XXXX XXXX XXXX XXXX and they supposedly started a fraud claim.,Nevada,89102,Closed with non-monetary relief
CID83624487,9/16/2023,Credit card or prepaid card,I_7000941,"I have been a good customer of Bank of ABC, as the records will show. Unfortunately, Bank of ABC has not reciprocated the loyalty and dedication I displayed as a customer. With respect, I would like to express to you that I have been trying for over a month to rectify a matter involving my Visa Signature card with Bank of ABC, account number XXXX. In error, I made the XXXX payment to the Visa account aforementioned with a Credit Union account I had closed yet failed to remove from my XXXX XXXX. As soon as I discovered my error, I initiated a call to Bank of ABC to resolve it. To date, I have spent several hours on the phone talking to multiple representatives who each gave me conflicting information, as well as numerous emails sent in an effort to resolve this issue with various departments. All with no success despite being told by several of your representatives that this issue was fully resolved. During this process I have had to wait on hold for hours, as well as answering emails that did not address the issue. I had endeavored to make several attempts to bring my account current, again with no success, then finally I spoke with a representative who set up a conference call with XXXX XXXX XXXX XXXX who is my pay from account holder, in order to determine the correct account number to use to make payments on the account at Bank of ABC. At the conclusion of this call your representative assured me that there would be no negative reporting made to my credit report, and once payment is received my account would be current and in good standing. He also said there would be notes made to explain what had occurred. Later I received notice that my account was now closed. I again called and spoke to a representative who told me there was nothing she could do. I then asked to speak with her supervisor XXXX XXXX, who said she would look into what she could do for me and get back to me. The next day XXXX XXXX called and said my account is closed and there was nothing she could do. Now I am gravely concerned about my credit report being affected, previous to this my XXXX  score was XXXX with XXXX, as well as the lack of proper handling of this issue that I experienced. I have never made any late payments or had any credit canceled for nonpayment in my entire life. I sent Bank of ABC a letter on XX/XX/XX23 regarding the above. Sent another letter on XX/XX/XX23, because Bank of ABC said my account was reopened and all negative reporting was corrected, but That was not true! Hence, I sent a second letter XX/XX/XX23. Then Bank of ABC sent a letter to me dated for XX/XX/XX23, pertaining to another customer 's issue which has nothing to do with me, so now they are confusing my situation with another customer. Please help me. I am need the account reopened since Bank of ABC as admitted that it is their ERROR, and I need any and all negative reporting to my Credit report to be corrected. Thank you CFPB.",California,95949,Closed with non-monetary relief
CID65260484,9/16/2023,Checking or savings account,I_3648593,"On XX/XX/XX23, I was sent a WIRE TRANSFER from another Bank to my Bank of ABC Checking ( account # XXXX ) for {$5000.00}! Around XXXX they found the {$5000.00} using a Tracking number. Since XX/XX/XX23, Bof A has not credited my account. I am XXXX, have been a Bof A customer for 52 years and they are treating me as the Nano-Particle I am, my {$5000.00} compared to their {$500.00} XXXX net worth! 
On or about XX/XX/XXXX my Banker at the XXXX XXXX. branch enrolled me in the Bof A Customer Complaint Section because he could not get any answers as to where the {$5000.00} was. The contact person at BofA Corporate, XXXX XXXX, can be reached at XXXX, ex XXXX. I was told that the Dept. handling the issue is understaffed and behind for about 6 months. The Customer Relations peersin mentioned her investigation may take 4 to 6 Months. HELP! XXXX XXXXXXXX",California,90808,Closed with explanation
CID59025946,9/16/2023,Checking or savings account,I_3510635,"On XX/XX/XX23 I received a debit card in the mail from Bank of ABC ( BOA ) in my name. I do not have an account with BOA and when I try to call to report it and close the account I am told that there is nothing that the person on the phone can do and that I need to be transferred to a different department. I am then placed on hold indefinitely. I have never talked to a person in the "" correct department '' despite being on hold for hours. I called on XX/XX/XX23 and was on hold for more than an hour. I have called today and have been on hold for almost two hours now with no response. I have no way to close the account and protect myself from further liability created by this fraudulent account.",Iowa,50226,Closed with explanation
CID88219724,9/16/2023,Checking or savings account,I_3510635,"On XX/XX/23, I received an email alert saying my email was removed from my XXXX. Upon checking my bank of ABC app, I was unable to login. I called the bank and they said it was because my bank account was being closed for undisclosed reasons. I went to a physical location to see if I could withdraw my funds in person before they would be mailed out, but I was unable to and after talking to a supervisor on the phone, they didn't give me any info at all. They said it was their policy to end business at any time. I have not done anything to warrant such a closure. I had about {$660.00} dollars at the time, and I had received no indication my account would be closed until today. I have also checked with Social Security and am in the process of verifying my security and the possibility of illegal use.",California,90016,Closed with explanation
CID67223438,9/16/2023,"Money transfer, virtual currency, or money service",I_6729142,"Dear sir/madame, On XX/XX/XX23, I sent a wire transfer from my business account at Bank of ABC to my partner 's account at a bank in XXXX to pay for the services they provided to my company. The receiving bank in XXXX was supposed to be XXXX, though the funds never reached it. The whole chain is Bank of ABCXXXX XXXX XXXX 
XXXX XXXX. is an intermediary bank in this transaction, and I assume XXXX XXXX. has been holding my funds since then. The XXXX number for this wire is XXXX. 
I have previously submitted a complaint against XXXX with Consumer Financial Protection Bureau, case # XXXX. Based on their response received on XX/XX/XX23, XXXX XXXX. is unable to assist with a wire in which XXXX is the intermediary bank. XXXX advised to contact the origination bank, which is Bank of ABC. 

I have contacted Bank of ABC prior to that complaint over XXXX times in XXXX and XXXX of XX23 with no luck. Per their verbal statements, they have attempted to request a wire recall which was denied, and can not assist me any further. 
Bank of ABC has not provided any proofs that such request have been made and/or denied. Their wire department and money move team were not helpful and I would say some representatives were even rude with me. They told me there was nothing they could do to help me to get my money back into account, and advised I should not call them any more about that wire. 

It's almost 5 months I am missing {$5XX00.00} on my Bank of ABC account. I am a customer of Bank of ABC, they were the bank sending that wire that got lost. They have charged me wire service fee, and I believe they did not do their job properly to get those money back into my account. By filing this complaint I am asking Bank of ABC to provide me documental proofs of wire recall requests being made and being denied, and to further investigate this wire transfer until the money being returned into my account. 

Thank you for the support, XXXX XXXX",Massachusetts,1085,Closed with explanation
CID93935084,9/16/2023,"Credit reporting, credit repair services, or other personal consumer reports",I_7782152,"This is not a duplicate nor is this complaint being filed by a third party, I am filing this complaint myself. Please see this complaint is processed to the letter of the law. 
This is the several times I've complained about being a victim of identity theft. You must remove/block any account that was opened without my knowledge, consent, or authority within 4 business days with ( XXXX ) appropriate proof of the identity of the consumer ; ( XXXX ) a copy of an identity theft report ; ( XXXX ) the identification of such information by the consumer; and ( XXXX ) a statement by the consumer that the information is not information relating to any transaction by the consumer. 
XXXX XXXX XXXX XXXX XXXX NY XXXX, XXXX XXXX XXXX XXXX NY XXXX XXXX XXXX XXXX XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$14000.00}, XXXX XXXX XXXX XXXX Date Opened : XX/XX/XXXX Balance : {$14000.00}",New York,11206,Closed with explanation
CID71444369,9/16/2023,Checking or savings account,I_3648593,"On XX/XX/XX23, I deposited a inheritance check in the Amount of XXXX in my savings account and was given a print out stating that XXXX would be available on XX/XX/XX23, with the rest of the amount of XXXX released on XX/XX/XX23. On XX/XX/XX23 I was informed that because of the Amount I would have to wait until XX/XX/XX23, for the entire amount of XXXX to be released on XX/XX/XX23. 
On XX/XX/XX23, I was told that the all the funds would be available by XXXX on XX/XX/XX23, this morning I was told the funds would not be available until end if day today. Now because I believed what they had told me and began paying off my bills with said funds my checking account is XXXX overdrawn as of end of day today.",California,92545,Closed with explanation
CID66604135,9/16/2023,Checking or savings account,I_3648593,"Hi, I deposited a check I received from my credit card company XXXX XXXX. The check was a refund for the balance. I deposited this check into my Merrill XXXX account on XX/XX/XX23. Once the funds became available I began using my funds. My account was locked subsequently. I have been patient with Merrill XXXX to unlock my account or close my account. They have decided to do neither. I spoke with rep XXXX XXXX who advised me to step into a branch with a letter proving I received those funds from XXXX XXXX. This was distasteful and disrespectful as I felt treated like a criminal. This is also after 30 days of lies claiming I would receive a call from the back office. I never received a call. Since Merrill XXXX treats their CLIENTS like CRIMINALS, I want to immediately end my relationship with them.",California,92392,Closed with explanation
CID96144246,9/16/2023,Credit card or prepaid card,I_2292291,"On the night between XX/XX/XXXX and XX/XX/XX23, a car I had been borrowing from a relative was stolen out of the garage of the house where I had been staying, about a mile from my listed address. In the car was my wallet, with my Bank of ABC credit card and other cards. Upon discovery of the theft, I immediately called the relevant Bank of ABC hotline to cancel the card and initiate a claim dispute on two charges totaling {$64.00} and {$5.00} at an XXXX gas station in XXXX, Ohio. 

On XX/XX/XX23 I noticed that the charges remained. I called again and was told no dispute had been entered and there was no record of me initiating one, and so attempted to initiate the dispute again. This time, the claim was indeed submitted. 

On XX/XX/XX23, by accessing my account online, I happened to notice that my claim was denied. No reason is given in the message center. I received no notification, and no physical mail or email informing me in writing of the denied claim, nor did I receive any information on an appeals process. Bank of ABC has my email on record, and i regularly receive marketing emails from it. 

Because of my earlier experience with BoA over the phone, I did not feel that there was a point in calling for information. Instead, I visited a Bank of ABC office on XX/XX/XX23, where a representative informed me that the claim was denied because the thieves entered my correct zip code into a gas station card-reader, information that would have been readily available to them given where the car was taken from and documents that were in the car. 

The representative said a letter was sent to my home on XX/XX/XXXX that might have information about how to appeal, but no such letter on my claim had been received as of the morning of XX/XX/XXXX, which is when the 10-day appeal window would close. There is no information listed online regarding how to appeal a denied claim, but I did send a note explaining my desire to initiate an appeal to a customer service email address I happened to find after doing a XXXX search.",Ohio,44122,Closed with monetary relief
CID89390773,9/16/2023,Checking or savings account,I_3648593,"Hi Good day! 

My name is XXXX XXXX. 

I recently made a complain to my bank XXXX XXXX XXXX regarding to the XXXX checks that they froze cause it wasnt literally written under my name instead it was name to my business XXXX XXXX XXXX XXXX XXXX and XXXX XXXX and also name to my XXXX customers named XXXX XXXX and XXXX XXXX. 


This XXXX checks was issued from XXXX and XXXX. My customers gave this to me for their payment of collision. 

However on XXXX XX23 they froze my bank which is XXXX XXXX XXXX  cause they thought it was a fraud cause its not written under my name. However this XXXX asked for a Hold Harmless Letter or XXXX to the insurances/their bank! Unfortunately they failed to get it cause according to the insurances they dont issue it and the only way to resolve is send them back where the check came from but according to XXXX XXXX XXXX thats not how their Policy works! 


On XX/XX/XX23 I called them and asked them again the update for my account. And they said they want now the payees on that check to contact the bank of ABC to fix the problems. In other words bank of ABC will contact XXXX XXXX XXXX to solve this issue. 


And now today I would like to ask Bank of ABC to please call XXXX XXXX Bank to help me solve this issue. Because according to the lady i spoke with Bank of ABC needs to fix also this mistake. 

XXXX XXXXXXXX XXXX phone number direct to the XXXX is XXXX My XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Maryland,20866,Closed with explanation
CID99455596,9/16/2023,"Credit reporting, credit repair services, or other personal consumer reports",I_7782152,"I was the victim of Identity Theft back in XXXX. An account was opened under my name, DOB, and SSN with Bank of ABC. I tried to resolve this fraudulent account by submitting an Identity Theft Report with the 3 Credit Bureaus. This account was eventually deleted off my Credit Report, but resurfaced 5 months ago. I have been pushing Bank of ABC to delete this account, but they keep arguing that no account exists under my name, however, they keep reporting an account under my Social Security Number. In addition, they have submitted a letter to me stating in writing, as quoted In addition, we couldnt identify an account in your name ending in XXXX. This account is the account that continues to be reported to my Social Security Number. I have submitted additional information to them, but continue to receive the same response.",California,92065,Closed with explanation
CID63116541,9/16/2023,"Credit reporting, credit repair services, or other personal consumer reports",I_7782152,"This is not a duplicate nor is this complaint being filed by a third party, I am filing this complaint myself. Please see this complaint is processed to the letter of the law. 
This is my NUMEROUS request that I have been a victim of identity theft and that no one seems to care, that I want to dispute specific records in my credit file that do not belong to me, or that I have signed any agreement. The account I'm challenging have nothing to do with any transactions I've done or authorized to gain products, services, or money. Please remove this account : XXXXXXXX XXXX XXXX XXXX XXXX XXXXXXXX, NY XXXXXXXX XXXX XXXX XXXX XXXX Date Opened : XX/XX/XX05 Balance : {$XX000.00}",New York,11219,Closed with explanation
